"Call No","Taken Date","Closed Date","Closed Year","Days With APT","Days With Customer","Total Days","Chargeable","Project Work","Quote Time","Quote Amount","Time Hours Estimated","Time Hours Total","Net Time"
"166831","2015-03-30","2015-05-13","2015","13","19","32","U","","0","0","0.00","0.57","-1"
"166832","2015-03-30","2015-03-30","2015","0","0","0","U","","0","0","0.00","0.08","-0"
"166837","2015-03-30","2015-05-13","2015","0","32","32","N","N","0","0","0.00","0.00","0"
"166838","2015-03-30","2015-04-10","2015","3","6","9","N","N","0","0","0.00","0.83","-1"
"166839","2015-03-30","2015-06-03","2015","12","35","47","N","N","0","0","0.00","3.83","-4"
"166840","2015-03-30","2015-04-23","2015","0","18","18","N","N","0","0","0.00","0.41","-0"
"166841","2015-03-30","2015-05-20","2015","23","14","37","B","","1","110","0.00","1.49","-1"
"301882","2014-09-23","2014-09-23","2014","0","0","0","N","N","0","0","0.00","0.00","0"
"166843","2015-03-30","2015-06-10","2015","26","26","52","N","N","0","0","0.00","1.50","-2"
"166844","2015-03-30","2015-03-31","2015","1","0","1","N","N","0","0","0.00","0.16","-0"
"166845","2015-03-30","2015-04-29","2015","0","22","22","N","N","0","0","0.00","0.00","0"
"166847","2015-03-30","2015-03-30","2015","0","0","0","U","","0","0","0.00","0.00","0"
"166848","2015-03-30","2015-03-30","2015","0","0","0","U","","0","0","0.00","0.00","0"
"166849","2015-03-30","2015-05-13","2015","1","31","32","N","N","0","0","0.00","1.16","-1"
"166850","2015-03-30","2015-04-21","2015","6","10","16","N","N","0","0","0.00","9.48","-9"
"166851","2015-03-30","2015-04-20","2015","10","5","15","Y","N","1","110","0.00","0.82","-1"
"166852","2015-03-30","2015-03-31","2015","1","0","1","U","","0","0","0.00","0.00","0"
"166853","2015-03-30","2015-08-17","2015","61","39","100","R","N","0","1,563","0.00","0.00","0"
"166854","2015-03-30","2015-04-20","2015","13","2","15","Y","","1","110","1.00","3.15","-2"
"166855","2015-03-30","2015-03-31","2015","1","0","1","U","","0","0","0.00","0.58","-1"
"166856","2015-03-31","2015-05-13","2015","29","2","31","U","","0","0","0.00","4.41","-4"
"166857","2015-03-31","2015-04-29","2015","0","21","21","N","","0","0","0.00","1.32","-1"
"166858","2015-03-31","2015-08-07","2015","72","21","93","U","","0","0","3.00","12.82","-10"
"166859","2015-03-31","2015-04-08","2015","0","6","6","U","","0","0","0.00","0.00","0"
"166860","2015-03-31","2015-06-24","2015","48","11","59","Y","","4","400","0.00","6.66","-7"
"166861","2015-03-31","2015-04-10","2015","3","5","8","U","","0","0","0.00","0.50","-0"
"166863","2015-03-31","2015-05-27","2015","5","36","41","N","N","0","0","0.00","0.16","-0"
"166864","2015-03-31","2015-03-31","2015","0","0","0","U","","0","0","0.00","0.41","-0"
"166865","2015-03-31","2015-03-31","2015","0","0","0","N","N","0","0","0.00","1.25","-1"
"166866","2015-03-31","2015-04-29","2015","7","14","21","N","N","0","0","0.00","2.25","-2"
"166867","2015-03-31","2015-03-31","2015","0","0","0","N","N","0","0","0.00","0.00","0"
"166868","2015-03-31","2015-11-13","2015","127","36","163","Y","N","5","550","0.00","16.16","-16"
"166869","2015-03-31","2016-03-31","2016","202","60","262","Y","N","16","1,600","15.00","9.66","5"
"166870","2015-04-01","2015-04-01","2015","0","0","0","U","","0","0","0.00","0.50","-0"
"166871","2015-04-01","2015-05-26","2015","17","22","39","R","","1","101","0.00","0.49","-0"
"166872","2015-04-01","2015-11-20","2015","158","9","167","R","","4","400","2.00","4.55","-3"
"166873","2015-04-01","2015-04-01","2015","0","0","0","U","","0","0","0.00","0.00","0"
"166874","2015-04-01","2015-06-17","2015","48","7","55","U","","0","0","0.00","1.08","-1"
"166875","2015-04-01","2015-06-10","2015","33","17","50","Y","N","1","110","0.00","1.83","-2"
"166876","2015-04-01","2015-04-14","2015","0","9","9","N","N","0","0","0.00","0.16","-0"
"166877","2015-04-01","2015-05-20","2015","1","34","35","N","N","0","0","0.00","0.33","-0"
"166878","2015-04-01","2015-05-12","2015","11","18","29","N","N","0","0","0.00","2.00","-2"
"166879","2015-04-01","2015-11-13","2015","136","26","162","R","N","0","0","0.00","0.00","0"
"166880","2015-04-01","2015-05-28","2015","7","34","41","N","N","0","0","0.00","0.66","-1"
"166881","2015-04-01","2015-04-02","2015","1","0","1","N","N","0","0","0.00","0.16","-0"
"166882","2015-04-01","2015-05-20","2015","1","34","35","N","N","0","0","0.00","6.91","-7"
"166883","2015-04-01","2015-05-06","2015","21","4","25","N","N","0","0","0.00","3.16","-3"
"166884","2015-04-01","2015-04-02","2015","0","1","1","N","N","0","0","0.00","0.58","-1"
"166885","2015-04-01","2015-05-06","2015","0","25","25","N","N","0","0","0.00","0.33","-0"
"166886","2015-04-01","2016-04-27","2016","204","76","280","U","","0","0","0.00","57.81","-58"
"166887","2015-04-02","2015-05-20","2015","0","34","34","N","N","0","0","0.00","0.33","-0"
"166888","2015-04-02","2015-04-02","2015","0","0","0","U","","0","0","0.00","0.00","0"
"166889","2015-04-02","2015-04-07","2015","0","3","3","U","","0","0","0.00","1.16","-1"
"166890","2015-04-02","2016-02-17","2016","0","229","229","N","N","0","0","0.00","0.57","-1"
"166891","2015-04-02","2016-02-24","2016","172","62","234","U","","0","0","0.00","1.16","-1"
"166892","2015-04-02","2015-06-10","2015","13","36","49","Y","","1","101","0.00","2.15","-2"
"166893","2015-04-02","2015-05-13","2015","26","3","29","U","","0","0","0.00","4.00","-4"
"166894","2015-04-02","2015-04-02","2015","0","0","0","N","N","0","0","0.00","0.50","-0"
"166895","2015-04-02","2015-05-27","2015","5","34","39","U","","0","0","0.00","0.16","-0"
"166896","2015-04-02","2015-04-20","2015","5","7","12","U","","0","0","0.00","0.49","-0"
"166897","2015-04-02","2015-05-08","2015","26","0","26","N","N","0","0","0.00","1.25","-1"
"166898","2015-04-02","2015-06-10","2015","1","48","49","Y","","2","220","0.00","1.50","-2"
"166899","2015-04-02","2015-04-09","2015","0","5","5","U","","0","0","0.00","0.08","-0"
"166900","2015-04-02","2015-04-23","2015","15","0","15","Y","Y","0","0","0.00","0.00","0"
"166904","2015-04-02","2015-04-29","2015","0","19","19","N","N","0","0","0.00","0.50","-0"
"166905","2015-04-02","2015-07-15","2015","74","0","74","Y","Y","0","18,750","0.00","0.00","0"
"166906","2015-04-02","2015-11-11","2015","159","0","159","Y","Y","0","10,938","0.00","0.00","0"
"166907","2015-04-02","2015-11-26","2015","170","0","170","Y","Y","0","6,250","0.00","0.00","0"
"166908","2015-04-02","2015-12-22","2015","188","0","188","Y","Y","0","6,250","0.00","0.00","0"
"166909","2015-04-02","2016-03-17","2016","250","0","250","Y","Y","0","3,125","0.00","0.50","-0"
"166910","2015-04-02","2016-01-07","2016","200","0","200","Y","Y","0","7,500","0.00","0.00","0"
"166911","2015-04-07","2015-04-07","2015","0","0","0","U","","0","0","0.00","0.25","-0"
"166912","2015-04-07","2015-04-07","2015","0","0","0","U","","0","0","0.00","0.00","0"
"166913","2015-04-07","2016-02-04","2016","80","137","217","U","","0","0","0.00","0.58","-1"
"166914","2015-04-07","2015-05-06","2015","0","21","21","N","N","0","0","0.00","0.33","-0"
"166934","2015-04-07","2015-07-29","2015","61","20","81","N","N","0","0","0.00","0.00","0"
"166935","2015-04-07","2015-04-07","2015","0","0","0","N","N","0","0","0.00","0.25","-0"
"166936","2015-04-07","2015-04-15","2015","0","6","6","N","N","0","0","0.00","0.41","-0"
"166937","2015-04-07","2015-05-12","2015","2","23","25","Y","N","5","550","0.00","11.49","-11"
"166939","2015-04-07","2015-04-07","2015","0","0","0","N","N","0","0","0.00","0.33","-0"
"166941","2015-04-07","2015-05-27","2015","2","34","36","N","N","0","0","0.00","0.00","0"
"166942","2015-04-07","2015-06-02","2015","35","5","40","N","N","0","0","0.00","2.24","-2"
"166944","2015-04-07","2015-04-09","2015","2","0","2","N","N","0","0","0.00","0.33","-0"
"166945","2015-04-07","2015-06-29","2015","23","36","59","U","","0","0","0.00","1.00","-1"
"166946","2015-04-08","2015-04-08","2015","0","0","0","U","","0","0","0.00","0.66","-1"
"166947","2015-04-08","2016-04-20","2016","10","80","90","U","","0","0","0.00","3.98","-4"
"166948","2015-04-08","2015-06-03","2015","20","20","40","U","","0","0","0.00","2.16","-2"
"166949","2015-04-08","2015-10-07","2015","13","117","130","N","N","0","0","0.00","1.00","-1"
"166950","2015-04-08","2015-06-23","2015","50","4","54","R","N","2","220","0.00","0.97","-1"
"166951","2015-04-08","2015-04-08","2015","0","0","0","N","N","0","0","0.00","1.16","-1"
"166952","2015-04-08","2015-08-06","2015","86","0","86","U","Y","0","0","0.00","1.00","-1"
"166953","2015-04-08","2015-05-29","2015","37","0","37","N","N","0","0","0.00","25.41","-25"
"166954","2015-04-08","2015-09-04","2015","107","0","107","U","Y","0","0","0.00","2.64","-3"
"166955","2015-04-08","2016-01-19","2016","204","0","204","N","N","0","0","0.00","1.00","-1"
"166956","2015-04-08","2016-01-19","2016","204","0","204","N","N","0","0","0.00","0.00","0"
"166957","2015-04-08","2015-11-10","2015","154","0","154","N","N","0","0","0.00","1.00","-1"
"166958","2015-04-08","2016-01-19","2016","204","0","204","N","N","0","0","0.00","0.00","0"
"166959","2015-04-08","2015-07-22","2015","75","0","75","Y","Y","0","2,500","0.00","0.00","0"
"166960","2015-04-08","2015-09-04","2015","107","0","107","U","Y","0","0","0.00","2.32","-2"
"166961","2015-04-08","2015-07-24","2015","76","1","77","U","","0","0","0.00","0.33","-0"
"166962","2015-04-08","2015-04-08","2015","0","0","0","U","","0","0","0.00","0.33","-0"
"166963","2015-04-09","2015-04-28","2015","13","0","13","U","","0","0","0.00","0.50","-0"
"166964","2015-04-09","2015-05-11","2015","20","2","22","U","","0","0","0.00","1.50","-2"
"166965","2015-04-09","2015-04-28","2015","0","13","13","U","","0","0","0.00","0.66","-1"
"166966","2015-04-09","2015-04-09","2015","0","0","0","U","","0","0","0.00","0.00","0"
"166967","2015-04-09","2015-04-22","2015","0","9","9","N","N","0","0","0.00","0.50","-0"
"166968","2015-04-09","2015-04-10","2015","1","0","1","N","N","0","0","0.00","0.25","-0"
"166969","2015-04-09","2015-04-21","2015","8","0","8","Y","N","0","500","0.00","0.00","0"
"166970","2015-04-09","2015-08-06","2015","85","0","85","N","N","0","0","0.00","0.50","-0"
"166972","2015-04-09","2015-05-21","2015","2","28","30","N","N","0","0","0.00","1.66","-2"
"166973","2015-04-09","2016-04-19","2016","268","0","268","U","Y","0","0","0.00","3.25","-3"
"166974","2015-04-09","2015-04-14","2015","0","3","3","N","N","0","0","0.00","0.00","0"
"166975","2015-04-10","2015-05-04","2015","15","1","16","N","","0","0","0.00","2.16","-2"
"166976","2015-04-10","2015-09-09","2015","20","88","108","U","","0","0","0.00","1.58","-2"
"166977","2015-04-10","2015-07-28","2015","73","4","77","U","","0","0","0.00","0.00","0"
"166978","2015-04-10","2015-04-13","2015","1","0","1","N","N","0","0","0.00","0.00","0"
"166979","2015-04-10","2015-06-01","2015","27","9","36","Y","N","11","1,210","0.00","15.65","-16"
"166980","2015-04-10","2015-07-08","2015","1","62","63","U","","0","0","0.00","0.00","0"
"166981","2015-04-11","2015-11-13","2015","149","5","154","N","N","0","0","0.00","12.73","-13"
"166982","2015-04-12","2015-04-19","2015","5","0","5","U","","0","0","0.00","1.08","-1"
"166983","2015-04-12","2015-04-25","2015","0","11","11","U","","0","0","0.00","2.04","-2"
"166984","2015-04-12","2015-08-18","2015","2","90","92","R","","2","201","0.00","0.99","-1"
"166985","2015-04-13","2015-09-08","2015","106","0","106","R","","0","0","0.00","0.16","-0"
"166986","2015-04-13","2015-05-11","2015","16","4","20","Y","","3","300","0.00","1.48","-1"
"166987","2015-04-13","2015-06-09","2015","8","33","41","U","","0","0","0.00","1.32","-1"
"166988","2015-04-13","2015-05-27","2015","2","30","32","U","","0","0","0.00","0.91","-1"
"166989","2015-04-13","2015-04-14","2015","1","0","1","U","","0","0","0.00","1.00","-1"
"166990","2015-04-13","2015-06-03","2015","5","32","37","U","","0","0","0.00","0.33","-0"
"166997","2015-04-13","2015-05-11","2015","19","1","20","N","N","0","0","0.00","2.25","-2"
"166998","2015-04-13","2015-05-27","2015","0","32","32","N","N","0","0","0.00","0.41","-0"
"166999","2015-04-13","2015-05-08","2015","1","18","19","N","N","0","0","0.00","2.00","-2"
"167000","2015-04-13","2015-09-30","2015","106","16","122","Y","N","4","440","0.00","2.58","-3"
"167001","2015-04-13","2015-09-25","2015","31","88","119","Y","","3","330","0.00","2.15","-2"
"167004","2015-04-13","2015-05-06","2015","0","17","17","R","N","0","500","0.00","0.00","0"
"167005","2015-04-13","2015-04-24","2015","5","4","9","Y","N","0","250","0.00","0.00","0"
"167006","2015-04-13","2015-04-16","2015","0","0","0","N","N","0","0","0.00","0.50","-0"
"167007","2015-04-13","2015-09-22","2015","83","33","116","N","N","0","0","0.00","8.41","-8"
"167009","2015-04-13","2015-06-03","2015","2","35","37","N","N","0","0","0.00","0.25","-0"
"167010","2015-04-13","2015-04-13","2015","0","0","0","U","","0","0","0.00","0.16","-0"
"167012","2015-04-14","2015-05-04","2015","0","14","14","U","","0","0","0.00","0.33","-0"
"167013","2015-04-14","2015-07-15","2015","0","66","66","U","","0","0","0.00","0.83","-1"
"167014","2015-04-14","2015-08-14","2015","29","59","88","U","","0","0","0.00","3.24","-3"
"167015","2015-04-14","2015-05-27","2015","0","31","31","N","N","0","0","0.00","2.66","-3"
"167016","2015-04-14","2015-04-20","2015","4","0","4","Y","N","1","110","0.00","1.07","-1"
"167017","2015-04-14","2015-09-17","2015","7","343","350","Y","N","0","0","0.00","0.00","0"
"167018","2015-04-14","2015-06-23","2015","21","29","50","R","","8","800","0.00","0.00","0"
"167019","2015-04-14","2015-04-27","2015","7","2","9","N","N","0","0","0.00","1.50","-2"
"167020","2015-04-14","2015-06-03","2015","0","36","36","N","N","0","0","0.00","0.00","0"
"167021","2015-04-14","2015-06-03","2015","1","35","36","N","N","0","0","0.00","0.41","-0"
"167022","2015-04-14","2015-11-05","2015","147","0","147","U","Y","0","0","0.00","3.66","-4"
"167023","2015-04-14","2016-05-04","2016","12759","-12485","274","N","","0","0","0.00","1.83","-2"
"167024","2015-04-14","2015-10-06","2015","124","1","125","N","","0","0","0.00","0.66","-1"
"167025","2015-04-14","2016-04-27","2016","271","0","271","N","Y","0","0","0.00","0.00","0"
"167027","2015-04-14","2015-04-24","2015","8","0","8","Y","Y","0","1,500","0.00","13.58","-14"
"167028","2015-04-14","2015-06-17","2015","46","0","46","Y","Y","0","8,313","0.00","0.00","0"
"167029","2015-04-14","2016-03-31","2016","252","0","252","U","Y","0","0","0.00","0.00","0"
"167030","2015-04-14","2015-07-16","2015","67","0","67","Y","Y","0","6,250","0.00","0.00","0"
"167031","2015-04-14","2015-07-01","2015","56","0","56","Y","Y","0","6,250","0.00","0.00","0"
"167032","2015-04-14","2015-07-23","2015","72","0","72","Y","Y","0","6,250","0.00","0.00","0"
"167033","2015-04-14","2015-09-15","2015","110","0","110","Y","Y","0","6,250","0.00","0.00","0"
"167034","2015-04-14","2015-08-28","2015","98","0","98","Y","Y","0","6,250","0.00","0.00","0"
"167035","2015-04-14","2015-12-22","2015","180","0","180","Y","Y","0","7,813","0.00","0.00","0"
"167036","2015-04-14","2016-02-24","2016","151","75","226","N","N","0","0","0.00","12.57","-13"
"167037","2015-04-15","2015-07-01","2015","2","53","55","U","","0","0","0.00","5.40","-5"
"167038","2015-04-15","2015-11-18","2015","113","42","155","U","","0","0","0.00","1.00","-1"
"167039","2015-04-15","2015-06-18","2015","46","0","46","Y","Y","0","219","0.00","5.00","-5"
"167040","2015-04-15","2015-12-03","2015","166","0","166","Y","Y","0","40,625","0.00","0.00","0"
"167041","2015-04-15","2015-04-15","2015","0","0","0","U","Y","0","0","0.00","0.00","0"
"167042","2015-04-15","2015-04-15","2015","0","0","0","U","","0","0","0.00","0.16","-0"
"167044","2015-04-15","2015-04-16","2015","1","0","1","N","N","0","0","0.00","1.41","-1"
"167045","2015-04-15","2015-04-25","2015","0","8","8","N","N","0","0","0.00","0.16","-0"
"167046","2015-04-15","2015-04-15","2015","0","0","0","U","","0","0","0.00","0.25","-0"
"167047","2015-04-15","2015-06-23","2015","23","26","49","N","N","0","0","0.00","4.49","-4"
"167049","2015-04-15","2015-04-15","2015","0","0","0","N","N","0","0","0.00","0.16","-0"
"167050","2015-04-15","2015-09-24","2015","32","84","116","Y","N","16","1,760","0.00","15.50","-16"
"167052","2015-04-15","2015-04-16","2015","1","0","1","N","N","0","0","0.00","0.25","-0"
"167053","2015-04-15","2015-07-09","2015","28","33","61","Y","N","3","330","0.00","2.40","-2"
"167054","2015-04-15","2015-04-16","2015","1","0","1","U","","0","0","0.00","0.00","0"
"167055","2015-04-16","2015-08-25","2015","77","16","93","Y","","7","804","0.00","22.65","-23"
"167056","2015-04-16","2015-09-08","2015","67","36","103","U","","0","0","0.00","1.49","-1"
"167057","2015-04-16","2015-06-10","2015","37","2","39","N","N","0","0","0.00","1.16","-1"
"167058","2015-04-16","2015-07-22","2015","69","0","69","U","Y","0","0","0.00","0.25","-0"
"167059","2015-04-16","2016-03-09","2016","225","9","234","N","N","0","0","0.00","1.31","-1"
"167060","2015-04-16","2015-06-25","2015","50","0","50","U","Y","0","0","0.00","0.00","0"
"167061","2015-04-16","2016-01-20","2016","199","0","199","U","Y","0","0","0.00","86.00","-86"
"167063","2015-04-16","2015-05-13","2015","0","19","19","N","N","0","0","0.00","0.00","0"
"167064","2015-04-16","2015-04-17","2015","0","1","1","U","","0","0","0.00","0.33","-0"
"167065","2015-04-16","2015-04-28","2015","8","0","8","Y","N","0","500","0.00","0.00","0"
"167066","2015-04-16","2015-04-23","2015","0","5","5","N","N","0","0","0.00","0.00","0"
"167067","2015-04-16","2015-06-24","2015","49","0","49","N","N","0","0","0.00","1.50","-2"
"167068","2015-04-16","2016-04-27","2016","269","0","269","N","Y","0","0","0.00","0.20","-0"
"167069","2015-04-16","2015-04-20","2015","1","1","2","U","","0","0","0.00","0.33","-0"
"167070","2015-04-16","2015-04-25","2015","0","7","7","U","","0","0","0.00","0.00","0"
"167072","2015-04-17","2015-05-14","2015","18","1","19","U","","0","0","0.00","0.00","0"
"167073","2015-04-17","2015-04-30","2015","6","1","7","U","","0","0","0.00","0.75","-1"
"167074","2015-04-17","2015-06-02","2015","30","2","32","Y","","8","704","0.00","0.00","0"
"167075","2015-04-17","2015-06-10","2015","25","13","38","Y","","2","200","0.00","3.83","-4"
